-8.520458944996022188e-01,-1.553252917622893525e+00,-7.173178446235769501e-01,-1.520304738457724181e+00,-5.799369822894836490e-01,-7.020668735111265102e-01,7.469093207340919971e-01,-2.546107474104185586e-01,-6.588305516059235201e-01,2.146254343600803860e-01,-6.381140625875881822e-01,-8.094293287864601227e-01,-5.649237421244804880e-01,-1.078773368005985223e+00,-4.530565593188001228e-01,-1.440560058926584786e+00,-4.532067425655114112e-01,-1.409825742416892957e+00,-7.132225196704158332e-01,2.097077726778546314e+00,-6.997455274030734973e-01,-5.326952777644778925e-01,-1.763832156527799899e+00,-1.434154297559098401e+00,-7.156460471930400358e-01,-2.674619980389589813e+00,-6.096062732018384667e-01,-4.875197685031679162e-01,1.212279954631702905e+00,-1.048863239348446053e+00,-1.206841755876775002e+00,-8.903772582368189026e-01,-7.041762195101912702e-01,-8.928298501903132456e-01,3.144578700448239950e+00,-7.421170954288839328e-01,-2.456795438349497207e-01,-4.461355527670513577e-01,-6.238309356522065974e-01,-7.848511341771009509e-01,-2.094258306966987337e+00,3.786072679260216178e-01,-2.512511540095373697e+00,-2.989702022203133414e-01,-6.506402685112696593e-01,-8.306281106178793339e-01,7.505907614202453337e-02,-8.036092917341325359e-01,-6.040891853515595322e-01,-1.391233504460859249e+00,2.146673257867016460e+00
-1.958602105526122239e+00,1.132388271277798564e-01,2.186219823120747197e-01,4.207834116700611693e-01,-3.781323053995372940e-01,2.937540027599691919e-02,1.775064796193988048e-01,-4.463014027421241536e-01,-8.853932920027422770e-02,-5.987089497627008372e-01,-3.843486707696527893e-01,5.693614674186626701e-01,-2.218091460483596844e+00,2.547275490762564432e-01,-2.672610529328296458e-01,3.928948223955178003e-03,-6.008614845663573512e-01,8.794005984453224789e-01,6.913613369970320610e-01,-1.566360875066793890e+00,-4.522329745896211395e-01,3.769458345650056330e-02,2.044320471113575177e+00,-5.076954106019692103e-01,6.305521670750761920e-02,3.600059697276249970e+00,-9.928211529162228599e-02,-5.931172087594229758e-01,-2.037797858283284302e+00,-8.032348135022437940e-01,3.776476216691755372e-01,-5.525159559031543877e-01,-2.190225384227275640e-01,7.360984783780599727e-01,-1.437193323441409598e+00,-5.380563876773800658e-01,-5.255891166915088730e-01,-1.307333963107837060e-01,-1.463249175077521447e-01,4.573900264672637467e-02,5.355904817589280942e-01,-3.255577831151259538e+00,-6.206883678417287609e-01,-1.865809142678253874e-01,-1.916272581112841294e-02,-1.468845959154189973e-01,-2.369317958844158856e+00,-1.081398854433007067e-01,2.025202314094834977e-01,1.201014050421202795e+00,-2.554429374831480359e+00
-3.424961015716532220e+00,-1.478612384807071745e-01,5.941777619598535842e-02,6.542981984029816456e-01,-1.174091062714937295e-01,2.683919695571144737e-01,-1.084904350883339141e+00,-2.467130923565537259e-01,-2.182151178882004230e-02,1.776261866219984942e+00,-3.267344181378276646e-01,5.802471931664977545e-01,6.629620153831047302e-01,1.550177308635209306e+00,3.833304757326576051e-01,-2.805556280648328293e+00,3.301198442108247977e-01,1.150865491857961276e+00,8.619993602761951701e-01,-7.368456777181936479e-01,7.662575361994543310e-02,-1.383043551077404176e-01,2.463194471255704343e+00,2.133164987320653072e+00,4.371495857481526304e-03,3.685779617464590707e-01,-1.630583709535052550e-01,-3.864076809131523210e-02,1.126172485655946964e+00,3.291342313054865243e-01,-6.696830992710963715e-01,4.361976743116566246e-01,1.351522181207832185e+00,-3.103644977961473317e-01,-1.143517555205093572e+00,-1.534219847190325947e-01,-3.465821576807606164e-01,6.514061404658530452e-02,5.175647904801865540e-01,-1.542297082514877404e-01,-9.557296856993963141e-01,-1.633143386368381522e+00,-1.153437807193446574e+00,-2.572076303350989690e-01,-2.805866529755671190e-01,-1.598777921996736573e-01,1.109459436587948877e+00,1.151139806020727990e-01,2.061436364969446433e-01,-5.500214838651299454e-01,-1.083749173395820220e+00
-2.340585797023515102e+00,1.500617802609874429e+00,-2.900979106648806857e-02,-8.009862287285427485e-01,-1.478617519329896990e-01,-2.596189427092671087e-01,-3.021881666003618960e+00,-3.433543940454100163e-01,-3.147618711541705361e-01,7.075256611626008496e-01,-3.400595235947344031e-01,-2.809640767958753171e-01,1.104881956190779890e+00,6.993604388598300137e-01,-4.797404242885621589e-02,2.784267082448860786e-01,3.388222314741272112e-01,7.267671184104487203e-01,6.170342519532577563e-02,4.441551676520184011e-01,-2.069986184248026884e-01,-3.365126929520323995e-01,-2.086145980679080303e+00,1.773285866567874347e+00,-3.522115936249108348e-01,-1.408562528502234734e+00,-3.280552590835869586e-01,5.916977395098606263e-02,1.000889603305039399e+00,-1.437143835890975829e+00,-2.485614957310521012e-01,-5.002411941355335706e-03,5.885578140654774693e-01,-6.095769747823006623e-01,2.265519770298211333e-01,-1.688424271196957427e-01,-2.889791591609039423e-01,-8.728013218285107788e-02,4.511652827124824072e-01,-1.156090454866218337e-01,-1.401347695216219158e+00,-2.218819496594953478e+00,6.053769809382061329e-01,-3.856575379941198922e-01,-3.444279893642542834e-01,-7.651743829335651281e-02,-2.046551637494008258e+00,-2.416840786061395518e-01,-3.043540798097484346e-01,-1.003543504711649881e+00,6.541622026155398117e-01
1.178227378437803757e-01,-7.773893003660071743e-01,-1.091231612164831111e+00,-1.828761385916467974e+00,-5.996029447469649609e-01,-6.440571329042519277e-01,-2.446538060887704535e+00,-6.372776795992282084e-01,-6.319520816817703057e-01,-1.481071709025878702e+00,-6.183230971544340093e-01,-8.013437878817716298e-01,-1.917943154033272257e-01,-1.227006296016276643e+00,-6.154167825776107881e-01,5.452838775402237860e-04,-4.417002173898981754e-01,-1.012979585282134609e+00,-9.870416701538777815e-01,1.743392998121475745e-01,-6.303456267996483398e-01,-6.493163518668425560e-01,-2.252191953108195754e+00,-1.089662237796610755e+00,-6.657823471937236448e-01,-1.570925067272235021e+00,-5.627075198254271049e-01,-4.988547341474434127e-01,-1.766745549188157627e+00,-2.939490337555000998e+00,-4.266338286073167452e-01,-1.031378867943356870e+00,-1.509916369751578058e+00,-1.869988550655471649e+00,-8.973189319021519506e-01,-5.271711222986850132e-01,1.879372535280615375e-01,-5.030908198696052436e-01,-6.925749034287834727e-01,-6.774056497099738561e-01,-3.069559772755730553e-01,2.591064844757180019e+00,1.872611043883134707e+00,-4.427731385516367468e-01,-2.357161205253202052e-01,-6.775677715117872646e-01,2.149126309662658496e+00,-5.597532337388815282e-01,-8.534495713094486513e-01,-2.072160964240114644e+00,-2.238407382554181257e+00
-3.468309851489311257e-01,-6.927193593528750970e-01,-4.860747138822198998e-01,-4.916324574063379166e-02,-3.139147997252172972e-01,-2.872906577556830765e-01,-1.120509460970361637e+00,-2.264044552188502479e-01,-5.105878547759866715e-01,-1.190065314043244449e+00,-2.525626072102132302e-01,-4.155710290505058579e-01,-9.663522921882615746e-01,-6.316380147097192532e-01,-2.791855472209325839e-01,2.131577788674400842e-01,-4.604310763906622750e-01,-4.383250512674425337e-01,-4.969785308627201470e-01,-1.422827013896935222e+00,-3.672780991199112721e-01,-2.534030400779103687e-01,-8.758614518043316144e-01,-1.669884050225006522e+00,-4.282212586214856898e-01,-2.669939139809034856e+00,-2.963389500411848787e-01,-3.746975457194152148e-01,1.558411547009973530e+00,-1.605791901467606753e+00,-6.807843910852127145e-01,-6.939808866454652003e-01,-1.196753569067996459e+00,6.330240194622653860e-01,-1.140129215747049507e+00,-4.884387005594389985e-01,-2.497127895440751366e-01,-2.662703251241320679e-01,-5.165854911166180008e-01,-3.548935226978871538e-01,1.703024700090590704e+00,-1.426177378626259262e+00,-1.877452528139087695e+00,-2.961254755893857893e-01,-3.633247961352001898e-01,-3.032352060610124522e-01,-2.332687227329668378e+00,-4.954564142411632122e-01,-2.783384223587298534e-01,1.307303944776122773e+00,2.512679384425084095e+00
-1.653809360373201809e+00,-7.075350683143186714e-01,-1.218956745472943304e+00,1.713426678329932062e-01,-6.147142745005375053e-01,-7.011541485809206220e-01,4.159715660752191901e+00,-5.556259572023151128e-01,-4.907859224565426781e-01,-7.786471583945665520e-01,-5.562061515313303506e-01,-7.396388293030635719e-01,8.663224187602491799e-01,-1.126690147052540336e+00,-6.363383987110395879e-01,-2.498533047778809468e+00,-7.529418617864426233e-01,-1.539737759158014141e+00,-5.785135577808282470e-01,-1.967004499817577301e+00,-6.448852198807953906e-01,-5.092408665519672084e-01,-2.113116717172656700e-01,-9.900751390291286924e-01,-6.297497100075256649e-01,-5.310446292510382360e-01,-5.170492830017243691e-01,-5.118306253926312444e-01,-1.255274079778290641e+00,-1.180525248683713668e+00,-1.145072114755180115e+00,-9.081476268323410705e-01,-1.358258976979965338e+00,-2.152945972627028082e-01,-1.807142030128575882e+00,-5.179685021442729242e-01,-7.015286937575352377e-01,-4.911063031943895818e-01,-8.559662602463383729e-01,-5.259796929823447043e-01,1.613016751670437232e+00,1.303099377145405136e+00,-2.179851499686817462e+00,-3.412799503082808994e-01,-4.430447725025142836e-01,-6.456712469285050826e-01,7.466713339680189909e-01,-4.684774187460802874e-01,-6.096343546776963329e-01,-7.540058811848201481e-01,-4.231782304661413363e-01
-1.377646533792699524e+00,-8.925387135547809825e-01,-1.650046512967200119e-01,-5.069174592735423701e-01,-3.695647748258463205e-01,-2.352081235650815283e-01,3.200156096284912377e-01,-2.302033187594715313e-01,-2.777619831662218597e-01,1.915164049205069219e-01,-3.658855477493108688e-02,-2.835045303066522915e-01,-3.720596868913317867e-01,-3.665576139472890849e-01,-6.439109799031747516e-02,4.604958451848391032e-01,-3.453925813926441157e-01,-1.380159775597636640e-01,-8.611093883967461948e-02,8.174649751209794868e-01,-3.130528187070714119e-01,-3.300175602976235245e-01,-6.611055674097243706e-01,-3.489588979700701810e-01,-1.264893998384102047e-01,-1.749023398009332597e+00,-1.811155670796528450e-01,-2.510472284519649766e-01,-2.000474375065951271e+00,4.278115934237701978e+00,2.964244751774302439e-02,9.883072699294512264e-02,4.771470298646101477e-02,-2.911757668770102031e-02,-6.489839127224023008e-01,-5.093876760671897652e-02,8.208992990550526003e-02,-1.311479381505219199e-01,-2.200822242297847398e-01,-3.418103184731454691e-01,-2.153371740506890397e+00,-4.278981057697501811e+00,-3.416817241969652419e-02,-1.725384314669678454e-01,-2.211134171532382064e-01,-4.562851058488752165e-01,1.189036659327780132e+00,-2.118919763378906140e-01,-8.188239132315537627e-02,2.377420033469568594e-01,-1.055215151912572313e+00
-1.094549076163616519e+00,2.639716283288034426e-01,5.093956965194600117e-02,-2.707287461366167935e-01,-5.359123854533683895e-01,-5.681583848175698614e-01,-8.386089010139015087e-01,-6.825014614889505227e-01,-4.969240952444387016e-01,-6.209705330319769123e-01,-4.219204140270856329e-01,-4.529726629557204731e-01,-1.652244760300461968e+00,-4.109610477740004431e-01,-5.329389319865420749e-01,-2.598530654502672621e-01,-4.874467033170756802e-01,4.952651697972972750e-02,-6.083264513563110265e-01,-1.730594422785215691e+00,-7.107337286423687228e-01,-6.955138277392857171e-01,-1.810784289326149876e+00,5.020447349846943741e-01,-4.924082915229218704e-01,3.508716298989901006e+00,-5.219882210795117050e-01,-6.749963260140211530e-01,1.565862522023583336e+00,-1.819623871394945080e+00,-1.902683867418546448e-01,8.624934592136988820e-02,3.015035645094163441e-01,-1.427540619671032074e+00,-1.369110744539266067e+00,-4.246318316566511930e-01,-9.266599251653119262e-01,-4.960269886478690937e-01,-5.952857793448260715e-01,-6.951193293252102556e-01,-7.177737856009617223e-01,2.047584404383778534e+00,6.396358558441320730e-01,-6.328873753748336384e-01,-4.898439371716271640e-01,-5.595200173045562497e-01,-3.683981115521159477e+00,-5.884092753928993336e-01,-4.880747801539418451e-01,-8.487850078225399608e-01,1.642290382231158530e-01
1.960819936442781963e-01,-9.268829921187949905e-01,-5.806366322464452390e-01,-1.005371130145842118e+00,-5.128808773447635083e-01,-4.985351619692764968e-01,-1.734402706765918012e+00,-3.939760432065710360e-01,-5.779310975663609629e-01,-4.875803493505656006e-01,-3.662810186823249881e-01,-6.992621458127562528e-01,-6.703425946270079594e-01,-8.264960337587021755e-01,-5.653732232724077988e-01,7.552560746486931542e-01,-5.741203553627510781e-01,-6.930545045001039739e-01,-5.769396046727011118e-01,-1.143020414326866740e+00,-5.504966577884844448e-01,-7.403778192109754519e-01,-1.246433910106031107e+00,-2.855997227614573974e-01,-5.780466090350342423e-01,-1.936536712997889653e+00,-3.704505449946650653e-01,-4.922865945267292931e-01,-8.143753502992154836e-01,3.212210639228286091e+00,-2.897372166557842244e-01,-3.878088604078851476e-01,-5.969829367095736972e-01,1.453008173856850382e-01,-4.649204848022123748e-01,-5.538162325457139934e-01,-8.619295646422443502e-01,-4.066169488605058113e-01,-6.942116836142948610e-01,-5.940568982373508611e-01,-1.018870800244696229e+00,2.132124652556960598e+00,7.875975703054101107e-01,-4.323391291222429267e-01,-3.712679653810325164e-01,-5.577494024969253950e-01,-3.026771360169780323e+00,-4.246200378980777845e-01,-5.116367997986798200e-01,-8.381759790769672813e-01,-7.668880529878568941e-01
